,year,first-author,first-author-affiliation,first-author-affiliation-country,last-author,last-author-affiliation,last-author-affiliation-country,journal/conference,title,number-of-authors,paper-url,DBLP-url
95,2011,David Duvenaud,university of toronto,Canada,Carl Edward Rasmussen,university of cambridge,"England, United Kingdom",NIPS,additive gaussian processes.,3,https://proceedings.neurips.cc/paper/2011/hash/4c5bde74a8f110656874902f07378009-Abstract.html,https://dblp.org/rec/conf/nips/DuvenaudNR11
96,2011,Mona Eberts,university of stuttgart,Germany,Ingo Steinwart,university of stuttgart,Germany,NIPS,optimal learning rates for least squares svms using gaussian kernels.,2,https://proceedings.neurips.cc/paper/2011/hash/51ef186e18dc00c2d31982567235c559-Abstract.html,https://dblp.org/rec/conf/nips/EbertsS11
97,2011,Chaitanya Ekanadham,"knewton, inc.",United States,Eero P. Simoncelli,flatiron institute / new york university,United States,NIPS,a blind sparse deconvolution method for neural spike identification.,3,https://proceedings.neurips.cc/paper/2011/hash/e0ec453e28e061cc58ac43f91dc2f3f0-Abstract.html,https://dblp.org/rec/conf/nips/EkanadhamTS11
98,2011,Ehsan Elhamifar,uc berkeley,United States,René Vidal,mathematical institute for data science johns hopkins university,United States,NIPS,sparse manifold clustering and embedding.,2,https://proceedings.neurips.cc/paper/2011/hash/fc490ca45c00b1249bbe3554a4fdf6fb-Abstract.html,https://dblp.org/rec/conf/nips/ElhamifarV11
99,2011,Stefano Ermon,stanford university,United States,Bart Selman,cornell university,United States,NIPS,accelerated adaptive markov chain for partition function computation.,4,https://proceedings.neurips.cc/paper/2011/hash/7fb8ceb3bd59c7956b1df66729296a4c-Abstract.html,https://dblp.org/rec/conf/nips/ErmonGSS11
100,2011,Tim van Erven,university of amsterdam,Netherlands,Steven de Rooij,cwi,,NIPS,adaptive hedge.,4,https://proceedings.neurips.cc/paper/2011/hash/64223ccf70bbb65a3a4aceac37e21016-Abstract.html,https://dblp.org/rec/conf/nips/ErvenGKR11
101,2011,Amir Massoud Farahmand,vector institute,,Amir Massoud Farahmand,vector institute,,NIPS,action-gap phenomenon in reinforcement learning.,1,https://proceedings.neurips.cc/paper/2011/hash/013d407166ec4fa56eb1e1f8cbe183b9-Abstract.html,https://dblp.org/rec/conf/nips/Farahmand11
102,2011,Dan Feldman,massachusetts institute of technology,United States,Andreas Krause 0001,eth zurich,Germany,NIPS,scalable training of mixture models via coresets.,3,https://proceedings.neurips.cc/paper/2011/hash/2b6d65b9a9445c4271ab9076ead5605a-Abstract.html,https://dblp.org/rec/conf/nips/FeldmanFK11
103,2011,Alyson K. Fletcher,ucla,United States,Aniruddha Bhargava,amazon,United States,NIPS,neural reconstruction with approximate message passing (neuramp).,4,https://proceedings.neurips.cc/paper/2011/hash/359f38463d487e9e29bd20e24f0c050a-Abstract.html,https://dblp.org/rec/conf/nips/FletcherRVB11
104,2011,Rina Foygel,stanford university,United States,Nati Srebro,tti-chicago,United States,NIPS,learning with the weighted trace-norm under arbitrary sampling distributions.,4,https://proceedings.neurips.cc/paper/2011/hash/f47330643ae134ca204bf6b2481fec47-Abstract.html,https://dblp.org/rec/conf/nips/FoygelSSS11
105,2011,Kenji Fukumizu,institute of statistical mathematics / preferred networks / riken aip,Japan,Arthur Gretton,"gatsby unit, ucl",United Kingdom,NIPS,kernel bayes' rule.,3,https://proceedings.neurips.cc/paper/2011/hash/54a367d629152b720749e187b3eaa11b-Abstract.html,https://dblp.org/rec/conf/nips/FukumizuSG11
106,2011,Victor Gabillon,inria,France,Sébastien Bubeck,msr,United States,NIPS,multi-bandit best arm identification.,4,https://proceedings.neurips.cc/paper/2011/hash/c4851e8e264415c4094e4e85b0baa7cc-Abstract.html,https://dblp.org/rec/conf/nips/GabillonGLB11
107,2011,Tianshi Gao,facebook,United States,Daphne Koller,insitro,United States,NIPS,active classification based on value of classifier.,2,https://proceedings.neurips.cc/paper/2011/hash/303ed4c69846ab36c2904d3ba8573050-Abstract.html,https://dblp.org/rec/conf/nips/GaoK11
108,2011,Dan Garber,technion,Israel,Elad Hazan,technion,Israel,NIPS,approximating semidefinite programs in sublinear time.,2,https://proceedings.neurips.cc/paper/2011/hash/2f37d10131f2a483a8dd005b3d14b0d9-Abstract.html,https://dblp.org/rec/conf/nips/GarberH11
109,2011,Xiaoyin Ge,ohio state university,United States,Yusu Wang,ohio state university,United States,NIPS,data skeletonization via reeb graphs.,4,https://proceedings.neurips.cc/paper/2011/hash/3a0772443a0739141292a5429b952fe6-Abstract.html,https://dblp.org/rec/conf/nips/GeSBW11
110,2011,Peter V. Gehler,max planck institute informatik,Germany,Bernhard Schölkopf,"mpi for intelligent systems, tübingen",Germany,NIPS,recovering intrinsic images with a global sparsity prior on reflectance.,5,https://proceedings.neurips.cc/paper/2011/hash/2b8a61594b1f4c4db0902a8a395ced93-Abstract.html,https://dblp.org/rec/conf/nips/GehlerRKZS11
111,2011,Andreas Geiger 0001,kit,,Raquel Urtasun,university of toronto,Canada,NIPS,joint 3d estimation of objects and scene layout.,3,https://proceedings.neurips.cc/paper/2011/hash/fc3cf452d3da8402bebb765225ce8c0e-Abstract.html,https://dblp.org/rec/conf/nips/GeigerWU11
112,2011,Soumya Ghosh,,,David M. Blei,,,NIPS,spatial distance dependent chinese restaurant processes for image segmentation.,4,https://proceedings.neurips.cc/paper/2011/hash/3d8e28caf901313a554cebc7d32e67e5-Abstract.html,https://dblp.org/rec/conf/nips/GhoshUSB11
113,2011,Richard G. Gibson,university of alberta,Canada,Duane Szafron,university of alberta,Canada,NIPS,on strategy stitching in large extensive form multiplayer games.,2,https://proceedings.neurips.cc/paper/2011/hash/812b4ba287f5ee0bc9d43bbf5bbe87fb-Abstract.html,https://dblp.org/rec/conf/nips/GibsonS11
114,2011,Ross B. Girshick,uc berkeley,United States,David A. McAllester,toyota tech institute chicago,United States,NIPS,object detection with grammar models.,3,https://proceedings.neurips.cc/paper/2011/hash/6faa8040da20ef399b63a72d0e4ab575-Abstract.html,https://dblp.org/rec/conf/nips/GirshickFM11
115,2011,Ioannis Gkioulekas,harvard university,United States,Todd E. Zickler,harvard university,United States,NIPS,dimensionality reduction using the sparse linear model.,2,https://proceedings.neurips.cc/paper/2011/hash/3644a684f98ea8fe223c713b77189a77-Abstract.html,https://dblp.org/rec/conf/nips/GkioulekasZ11
116,2011,Nico Görnitz,tu berlin,Germany,Gunnar Rätsch,eth zürich,Germany,NIPS,hierarchical multitask structured output learning for large-scale sequence segmentation.,6,https://proceedings.neurips.cc/paper/2011/hash/ac796a52db3f16bbdb6557d3d89d1c5a-Abstract.html,https://dblp.org/rec/conf/nips/GoernitzWZKSR11
117,2011,Ryan Gomes,caltech,United States,Pietro Perona,california institute of technology,United States,NIPS,crowdclustering.,4,https://proceedings.neurips.cc/paper/2011/hash/c86a7ee3d8ef0b551ed58e354a836f2b-Abstract.html,https://dblp.org/rec/conf/nips/GomesWKP11
118,2011,Edouard Grave,,,Francis R. Bach,,,NIPS,trace lasso - a trace norm regularization for correlated designs.,3,https://proceedings.neurips.cc/paper/2011/hash/33ceb07bf4eeb3da587e268d663aba1a-Abstract.html,https://dblp.org/rec/conf/nips/GraveOB11
119,2011,Alex Graves,google deepmind,United States,Alex Graves,google deepmind,United States,NIPS,practical variational inference for neural networks.,1,https://proceedings.neurips.cc/paper/2011/hash/7eb3c8be3d411e8ebfab08eba5f49632-Abstract.html,https://dblp.org/rec/conf/nips/Graves11
120,2011,Andrew Guillory,university of washington,United States,Jeff A. Bilmes,"university of washington, seattle",United States,NIPS,"online submodular set cover, ranking, and repeated active learning.",2,https://proceedings.neurips.cc/paper/2011/hash/8757150decbd89b0f5442ca3db4d0e0e-Abstract.html,https://dblp.org/rec/conf/nips/GuilloryB11
121,2011,Asela Gunawardana,microsoft research,United States,Puyang Xu,johns hopkins university,United States,NIPS,a model for temporal dependencies in event streams.,3,https://proceedings.neurips.cc/paper/2011/hash/c9f95a0a5af052bffce5c89917335f67-Abstract.html,https://dblp.org/rec/conf/nips/GunawardanaMX11
122,2011,Elad Hazan,,,Satyen Kale,,,NIPS,newtron - an efficient bandit algorithm for online multiclass prediction.,2,https://proceedings.neurips.cc/paper/2011/hash/fde9264cf376fffe2ee4ddf4a988880d-Abstract.html,https://dblp.org/rec/conf/nips/HazanK11
123,2011,Elad Hazan,,,Nati Srebro,,,NIPS,beating sgd - learning svms in sublinear time.,3,https://proceedings.neurips.cc/paper/2011/hash/5f2c22cb4a5380af7ca75622a6426917-Abstract.html,https://dblp.org/rec/conf/nips/HazanKS11
124,2011,Matthias Hein 0001,university of tübingen,Germany,Simon Setzer,saarland university,Germany,NIPS,beyond spectral clustering - tight relaxations of balanced graph cuts.,2,https://proceedings.neurips.cc/paper/2011/hash/193002e668758ea9762904da1a22337c-Abstract.html,https://dblp.org/rec/conf/nips/HeinS11
125,2011,Philipp Hennig,university of tübingen and mpi tübingen,Germany,Philipp Hennig,university of tübingen and mpi tübingen,Germany,NIPS,optimal reinforcement learning for gaussian systems.,1,https://proceedings.neurips.cc/paper/2011/hash/e4a6222cdb5b34375400904f03d8e6a5-Abstract.html,https://dblp.org/rec/conf/nips/Hennig11
126,2011,Daniel Hernández-Lobato,universidad autonoma de madrid,Spain,Pierre Dupont,louvain university,Belgium,NIPS,robust multi-class gaussian process classification.,3,https://proceedings.neurips.cc/paper/2011/hash/7eabe3a1649ffa2b3ff8c02ebfd5659f-Abstract.html,https://dblp.org/rec/conf/nips/Hernandez-LobatoHD11
127,2011,Junichiro Hirayama,kyoto university,Japan,Aapo Hyvärinen,university of helsinki,Finland,NIPS,structural equations and divisive normalization for energy-dependent component analysis.,2,https://proceedings.neurips.cc/paper/2011/hash/a89cf525e1d9f04d16ce31165e139a4b-Abstract.html,https://dblp.org/rec/conf/nips/HirayamaH11
128,2011,Cho-Jui Hsieh,ucla,United States,Pradeep Ravikumar,carnegie mellon university,United States,NIPS,sparse inverse covariance matrix estimation using quadratic approximation.,4,https://proceedings.neurips.cc/paper/2011/hash/2ba8698b79439589fdd2b0f7218d8b07-Abstract.html,https://dblp.org/rec/conf/nips/HsiehSDR11
129,2011,Shuai Huang,arizona state university,United States,Eric Reiman,banner alzheimer's institute,United States,NIPS,identifying alzheimer's disease-related brain regions from multi-modality neuroimaging data using sparse composite linear discrimination analysis.,7,https://proceedings.neurips.cc/paper/2011/hash/fa3a3c407f82377f55c19c5d403335c7-Abstract.html,https://dblp.org/rec/conf/nips/HuangLYWCFR11
130,2011,Tzu-Kuo Huang,microsoft,United States,Jeff G. Schneider,cmu,,NIPS,learning auto-regressive models from sequence and non-sequence data.,2,https://proceedings.neurips.cc/paper/2011/hash/6c3cf77d52820cd0fe646d38bc2145ca-Abstract.html,https://dblp.org/rec/conf/nips/HuangS11
131,2011,Yoonho Hwang,postech,South Korea,Hee-Kap Ahn,postech,South Korea,NIPS,convergent bounds on the euclidean distance.,2,https://proceedings.neurips.cc/paper/2011/hash/16a5cdae362b8d27a1d8f8c7b78b4330-Abstract.html,https://dblp.org/rec/conf/nips/HwangA11
132,2011,Sung Ju Hwang,university of texas at austin,United States,Fei Sha,university of southern california (usc),United States,NIPS,learning a tree of metrics with disjoint visual features.,3,https://proceedings.neurips.cc/paper/2011/hash/eed5af6add95a9a6f1252739b1ad8c24-Abstract.html,https://dblp.org/rec/conf/nips/HwangGS11
133,2011,Adrian Ion,tu wien & ist austria,Austria,Cristian Sminchisescu,lund university/google,Sweden,NIPS,probabilistic joint image segmentation and labeling.,3,https://proceedings.neurips.cc/paper/2011/hash/eddb904a6db773755d2857aacadb1cb0-Abstract.html,https://dblp.org/rec/conf/nips/IonCS11
134,2011,Anatoli Iouditski,ujf,France,Boris T. Polyak,"institute for control sciences, ras moscow",Russia,NIPS,on the accuracy of l1-filtering of signals with block-sparse structure.,4,https://proceedings.neurips.cc/paper/2011/hash/e995f98d56967d946471af29d7bf99f1-Abstract.html,https://dblp.org/rec/conf/nips/IouditskiKNP11
135,2011,Phillip Isola,massachusetts institute of technology,United States,Aude Oliva,mit,United States,NIPS,understanding the intrinsic memorability of images.,4,https://proceedings.neurips.cc/paper/2011/hash/286674e3082feb7e5afb92777e48821f-Abstract.html,https://dblp.org/rec/conf/nips/IsolaPTO11
136,2011,Viren Jain,howard hughes medical institute,United States,H. Sebastian Seung,massachusetts institute of technology,United States,NIPS,learning to agglomerate superpixel hierarchies.,6,https://proceedings.neurips.cc/paper/2011/hash/941e1aaaba585b952b62c14a3a175a61-Abstract.html,https://dblp.org/rec/conf/nips/JainTBHDS11
137,2011,Prateek Jain 0002,microsoft research,United States,Inderjit S. Dhillon,ut austin & amazon,United States,NIPS,orthogonal matching pursuit with replacement.,3,https://proceedings.neurips.cc/paper/2011/hash/500e75a036dc2d7d2fec5da1b71d36cc-Abstract.html,https://dblp.org/rec/conf/nips/JainTD11
138,2011,Ali Jalali,university of texas at austin,United States,Pradeep Ravikumar,carnegie mellon university,United States,NIPS,on learning discrete graphical models using greedy methods.,3,https://proceedings.neurips.cc/paper/2011/hash/a5e0ff62be0b08456fc7f1e88812af3d-Abstract.html,https://dblp.org/rec/conf/nips/JalaliJR11
139,2011,Kevin G. Jamieson,university of wisconsin,United States,Robert D. Nowak,wisconsin,United States,NIPS,active ranking using pairwise comparisons.,2,https://proceedings.neurips.cc/paper/2011/hash/6c14da109e294d1e8155be8aa4b1ce8e-Abstract.html,https://dblp.org/rec/conf/nips/JamiesonN11
140,2011,Stefanie Jegelka,,,Jeff A. Bilmes,,,NIPS,on fast approximate submodular minimization.,3,https://proceedings.neurips.cc/paper/2011/hash/d81f9c1be2e08964bf9f24b15f0e4900-Abstract.html,https://dblp.org/rec/conf/nips/JegelkaLB11
141,2011,Alan Jern,,,Charles Kemp,,,NIPS,evaluating the inverse decision-making approach to preference learning.,3,https://proceedings.neurips.cc/paper/2011/hash/1e51e0f3b6b60070219ccb91bb619a6b-Abstract.html,https://dblp.org/rec/conf/nips/JernLK11
142,2011,Yangqing Jia,alibaba group,China,Trevor Darrell,uc berkeley,United States,NIPS,heavy-tailed distances for gradient based image descriptors.,2,https://proceedings.neurips.cc/paper/2011/hash/577bcc914f9e55d5e4e4f82f9f00e7d4-Abstract.html,https://dblp.org/rec/conf/nips/JiaD11
143,2011,Jiarong Jiang,two sigma investments lp,United States,Hal Daumé III,univ of maryland / microsoft research,United States,NIPS,message-passing for approximate map inference with latent variables.,3,https://proceedings.neurips.cc/paper/2011/hash/53e3a7161e428b65688f14b84d61c610-Abstract.html,https://dblp.org/rec/conf/nips/JiangRD11
144,2011,Sham M. Kakade,microsoft research,United States,Ohad Shamir,weizmann institute of science,Israel,NIPS,efficient learning of generalized linear and single index models with isotonic regression.,4,https://proceedings.neurips.cc/paper/2011/hash/30bb3825e8f631cc6075c0f87bb4978c-Abstract.html,https://dblp.org/rec/conf/nips/KakadeKKS11
145,2011,Michael Kapralov,stanford university,United States,Rina Panigrahy,microsoft research,United States,NIPS,prediction strategies without loss.,2,https://proceedings.neurips.cc/paper/2011/hash/11b921ef080f7736089c757404650e40-Abstract.html,https://dblp.org/rec/conf/nips/KapralovP11
146,2011,Purushottam Kar,indian institute of technology kanpur,India,Prateek Jain 0002,microsoft research,United States,NIPS,similarity-based learning via data driven embeddings.,2,https://proceedings.neurips.cc/paper/2011/hash/69a5b5995110b36a9a347898d97a610e-Abstract.html,https://dblp.org/rec/conf/nips/KarJ11
147,2011,David R. Karger,mit,United States,Devavrat Shah,massachusetts institute of technology,United States,NIPS,iterative learning for reliable crowdsourcing systems.,3,https://proceedings.neurips.cc/paper/2011/hash/c667d53acd899a97a85de0c201ba99be-Abstract.html,https://dblp.org/rec/conf/nips/KargerOS11
148,2011,Yan Karklin,,,Eero P. Simoncelli,,,NIPS,efficient coding of natural images with a population of noisy linear-nonlinear neurons.,2,https://proceedings.neurips.cc/paper/2011/hash/12e59a33dea1bf0630f46edfe13d6ea2-Abstract.html,https://dblp.org/rec/conf/nips/KarklinS11
