,Unnamed: 0,year,first-author,first-author-affiliation,last-author,last-author-affiliation,journal/conference,title,number-of-authors,paper-url,DBLP-url
93,93,2010,Mahdokht Masaeli," Department of Electrical and Computer Engineering, Northeastern University, Boston, MA",Jennifer G. Dy," Department of Electrical and Computer Engineering, Northeastern University, Boston, MA",ICML,from transformation-based dimensionality reduction to feature selection.,3,https://icml.cc/Conferences/2010/papers/333.pdf,https://dblp.org/rec/conf/icml/MasaeliFD10
94,94,2010,Hamed Masnadi-Shirazi," Statistical Visual Computing Laboratory, University of California, San Diego, La Jolla, CA",Nuno Vasconcelos," Statistical Visual Computing Laboratory, University of California, San Diego, La Jolla, CA",ICML,"risk minimization, probability elicitation, and cost-sensitive svms.",2,https://icml.cc/Conferences/2010/papers/376.pdf,https://dblp.org/rec/conf/icml/Masnadi-ShiraziV10
95,95,2010,Julian J. McAuley," NICTA and Australian National University, Canberra, Australia",Tibério S. Caetano," NICTA and Australian National University, Canberra, Australia",ICML,exploiting data-independence for fast belief-propagation.,2,https://icml.cc/Conferences/2010/papers/202.pdf,https://dblp.org/rec/conf/icml/McAuleyC10
96,96,2010,Brian McFee," Department of Computer Science and Engineering, University of California, San Diego, CA",Gert R. G. Lanckriet," Department of Electrical and Computer Engineering, University of California, San Diego, CA",ICML,metric learning to rank.,2,https://icml.cc/Conferences/2010/papers/504.pdf,https://dblp.org/rec/conf/icml/McFeeL10
97,97,2010,Ofer Meshi,,Amir Globerson,,ICML,learning efficiently with approximate inference via dual losses.,4,https://icml.cc/Conferences/2010/papers/587.pdf,https://dblp.org/rec/conf/icml/MeshiSJG10
98,98,2010,Martin Renqiang Min," Dep. of Computer Science, University of Toronto, Toronto ON, CANADA",Zhaolei Zhang," Dep. of Med. Research, University of Toronto, Toronto ON, CANADA",ICML,deep supervised t-distributed embedding.,5,https://icml.cc/Conferences/2010/papers/149.pdf,https://dblp.org/rec/conf/icml/MinMYBZ10
99,99,2010,Tetsuro Morimura," IBM Research - Tokyo, Kanagawa, Japan",Toshiyuki Tanaka," Kyoto University, Kyoto-shi, Kyoto, Japan",ICML,nonparametric return distribution approximation for reinforcement learning.,5,https://icml.cc/Conferences/2010/papers/652.pdf,https://dblp.org/rec/conf/icml/MorimuraSKHT10
100,100,2010,Vinod Nair," Department of Computer Science, University of Toronto, Toronto, ON, Canada",Geoffrey E. Hinton," Department of Computer Science, University of Toronto, Toronto, ON, Canada",ICML,rectified linear units improve restricted boltzmann machines.,2,https://icml.cc/Conferences/2010/papers/432.pdf,https://dblp.org/rec/conf/icml/NairH10
101,101,2010,Shinichi Nakajima,"Berlin Big Data Center, Germany",Masashi Sugiyama,,ICML,implicit regularization in variational bayesian matrix factorization.,2,https://icml.cc/Conferences/2010/papers/518.pdf,https://dblp.org/rec/conf/icml/NakajimaS10
102,102,2010,Sahand N. Negahban,"Yale University, New Haven, CT, USA",Martin J. Wainwright,"University of California, Berkeley, USA",ICML,estimation of (near) low-rank matrices with noise and high-dimensional scaling.,2,https://icml.cc/Conferences/2010/papers/195.pdf,https://dblp.org/rec/conf/icml/NegahbanW10
103,103,2010,Donglin Niu," ECE Department, Northeastern University, Boston, MA",Michael I. Jordan," EECS and Statistics Departments, University of California, Berkeley, CA",ICML,multiple non-redundant spectral clustering views.,3,https://icml.cc/Conferences/2010/papers/342.pdf,https://dblp.org/rec/conf/icml/NiuDJ10
104,104,2010,Santiago Ontañón,Drexel University,Enric Plaza,"Spanish National Research Council, CSIC, Spain",ICML,multiagent inductive learning - an argumentation-based approach.,2,https://icml.cc/Conferences/2010/papers/284.pdf,https://dblp.org/rec/conf/icml/OntanonP10
105,105,2010,John W. Paisley," Department of ECE, Duke University, Durham, NC",Lawrence Carin," Department of ECE, Duke University, Durham, NC",ICML,a stick-breaking construction of the beta process.,5,https://icml.cc/Conferences/2010/papers/371.pdf,https://dblp.org/rec/conf/icml/PaisleyZWGC10
106,106,2010,Constantinos Panagiotakopoulos,,Petroula Tsampouka,,ICML,the margin perceptron with unlearning.,2,https://icml.cc/Conferences/2010/papers/176.pdf,https://dblp.org/rec/conf/icml/PanagiotakopoulosT10
107,107,2010,David Pardoe," The University of Texas at Austin, Austin, TX",Peter Stone," The University of Texas at Austin, Austin, TX",ICML,boosting for regression transfer.,2,https://icml.cc/Conferences/2010/papers/330.pdf,https://dblp.org/rec/conf/icml/PardoeS10
108,108,2010,Marek Petrik," Department of Computer Science, University of Massachusetts, Amherst, MA",Shlomo Zilberstein," Department of Computer Science, University of Massachusetts, Amherst, MA",ICML,feature selection using regularization in approximate linear programs for markov decision processes.,4,https://icml.cc/Conferences/2010/papers/52.pdf,https://dblp.org/rec/conf/icml/PetrikTPZ10
109,109,2010,Leonard K. M. Poon,"The Education University of Hong Kong, Hong Kong SAR, China",Yi Wang 0006,Institute of High Performance Computing,ICML,variable selection in model-based clustering - to do or to facilitate.,4,https://icml.cc/Conferences/2010/papers/26.pdf,https://dblp.org/rec/conf/icml/PoonZCW10
110,110,2010,Christopher Raphael," School of Informatics and Computing, Indiana University, Bloomington",Christopher Raphael," School of Informatics and Computing, Indiana University, Bloomington",ICML,music plus one and machine learning.,1,https://icml.cc/Conferences/2010/papers/904.pdf,https://dblp.org/rec/conf/icml/Raphael10
111,111,2010,Joseph Reisinger," Department of Computer Science, University of Texas, Austin, TX",Raymond J. Mooney," Department of Computer Science, University of Texas, Austin, TX",ICML,spherical topic models.,4,https://icml.cc/Conferences/2010/papers/45.pdf,https://dblp.org/rec/conf/icml/ReisingerWSM10
112,112,2010,Nicolas Le Roux," Microsoft Research, Cambridge, UK",Andrew W. Fitzgibbon," Microsoft Research, Cambridge, UK",ICML,a fast natural newton method.,2,https://icml.cc/Conferences/2010/papers/438.pdf,https://dblp.org/rec/conf/icml/RouxF10
113,113,2010,Stefan Rüping 0001,"Frauenhofer IAIA, Sankt Augustin, Germany",Stefan Rüping 0001,"Frauenhofer IAIA, Sankt Augustin, Germany",ICML,svm classifier estimation from group probabilities.,1,https://icml.cc/Conferences/2010/papers/223.pdf,https://dblp.org/rec/conf/icml/Ruping10
114,114,2010,Daniil Ryabko," INRIA Lille, Villeneuve d'Ascq, France",Daniil Ryabko," INRIA Lille, Villeneuve d'Ascq, France",ICML,clustering processes.,1,https://icml.cc/Conferences/2010/papers/279.pdf,https://dblp.org/rec/conf/icml/Ryabko10
115,115,2010,Yunus Saatci," University of Cambridge, Cambridge, United Kingdom",Carl Edward Rasmussen," University of Cambridge, UK & Max Planck Institute for Biological Cybernetics, Tubingen, Germany",ICML,gaussian process change point models.,3,https://icml.cc/Conferences/2010/papers/170.pdf,https://dblp.org/rec/conf/icml/SaatciTR10
116,116,2010,Jun Sakuma," University of Tsukuba, Tsukuba, Ibaraki, Japan and Japan Science and Technology Agency, Kawaguchi, Saitama, Japan",Hiromi Arai," University of Tsukuba, Tsukuba, Ibaraki, Japan",ICML,online prediction with privacy.,2,https://icml.cc/Conferences/2010/papers/259.pdf,https://dblp.org/rec/conf/icml/SakumaA10
117,117,2010,Ruslan Salakhutdinov," Brain and Cognitive Sciences and CSAIL, MIT, Cambridge, MA",Ruslan Salakhutdinov," Brain and Cognitive Sciences and CSAIL, MIT, Cambridge, MA",ICML,learning deep boltzmann machines using adaptive mcmc.,1,https://icml.cc/Conferences/2010/papers/441.pdf,https://dblp.org/rec/conf/icml/Salakhutdinov10
118,118,2010,Christoph Sawade," University of Potsdam, Department of Computer Science, Potsdam, Germany",Tobias Scheffer," University of Potsdam, Department of Computer Science, Potsdam, Germany",ICML,active risk estimation.,4,https://icml.cc/Conferences/2010/papers/285.pdf,https://dblp.org/rec/conf/icml/SawadeLBS10
119,119,2010,Bruno Scherrer," LORIA - INRIA Lorraine - Campus Scientifique - Vandœuvre-lès-Nancy, FRANCE",Bruno Scherrer," LORIA - INRIA Lorraine - Campus Scientifique - Vandœuvre-lès-Nancy, FRANCE",ICML,should one compute the temporal difference fix point or minimize the bellman residual? the unified oblique projection view.,1,https://icml.cc/Conferences/2010/papers/654.pdf,https://dblp.org/rec/conf/icml/Scherrer10
120,120,2010,Matthias W. Seeger,"Amazon Development Center Germany, Berlin",Matthias W. Seeger,"Amazon Development Center Germany, Berlin",ICML,gaussian covariance and scalable variational inference.,1,https://icml.cc/Conferences/2010/papers/311.pdf,https://dblp.org/rec/conf/icml/Seeger10
121,121,2010,Ali H. Shoeb," Massachusetts Institute of Technology, Cambridge, Massachusetts",John V. Guttag," Massachusetts Institute of Technology, Cambridge, Massachusetts",ICML,application of machine learning to epileptic seizure detection.,2,https://icml.cc/Conferences/2010/papers/493.pdf,https://dblp.org/rec/conf/icml/ShoebG10
122,122,2010,Aleksandrs Slivkins," Microsoft Research, Mountain View CA",Sreenivas Gollapudi," Microsoft Research, Mountain View CA",ICML,learning optimally diverse rankings over large document collections.,3,https://icml.cc/Conferences/2010/papers/446.pdf,https://dblp.org/rec/conf/icml/SlivkinsRG10
123,123,2010,Benjamin Snyder,,Regina Barzilay,"MIT Computer Science and Artificial Intelligence Laboratory, Cambridge, USA",ICML,climbing the tower of babel - unsupervised multilingual learning.,2,https://icml.cc/Conferences/2010/papers/905.pdf,https://dblp.org/rec/conf/icml/SnyderB10
124,124,2010,Le Song," School of Computer Science, Carnegie Mellon University, Pittsburgh, PA",Alexander J. Smola," Yahoo! Research, Santa Clara, CA",ICML,hilbert space embeddings of hidden markov models.,5,https://icml.cc/Conferences/2010/papers/495.pdf,https://dblp.org/rec/conf/icml/SongSGS10
125,125,2010,Sören Sonnenburg,,Vojtech Franc,,ICML,coffin - a computational framework for linear svms.,2,https://icml.cc/Conferences/2010/papers/280.pdf,https://dblp.org/rec/conf/icml/SonnenburgF10
126,126,2010,Jonathan Sorg," Computer Science & Engineering, University of Michigan, Ann Arbor, MI",Richard L. Lewis," Department of Psychology, University of Michigan, Ann Arbor, MI",ICML,internal rewards mitigate agent boundedness.,3,https://icml.cc/Conferences/2010/papers/442.pdf,https://dblp.org/rec/conf/icml/SorgSL10
127,127,2010,Niranjan Srinivas,,Matthias W. Seeger,"Amazon Development Center Germany, Berlin",ICML,gaussian process optimization in the bandit setting - no regret and experimental design.,4,https://icml.cc/Conferences/2010/papers/422.pdf,https://dblp.org/rec/conf/icml/SrinivasKKS10
128,128,2010,Zeeshan Syed,,Ilan Rubinfeld,,ICML,unsupervised risk stratification in clinical datasets - identifying patients at risk of rare outcomes.,2,https://icml.cc/Conferences/2010/papers/310.pdf,https://dblp.org/rec/conf/icml/SyedR10
129,129,2010,Istvan Szita," University of Alberta, Edmonton, Canada",Csaba Szepesvári," University of Alberta, Edmonton, Canada",ICML,model-based reinforcement learning with nearly tight exploration complexity bounds.,2,https://icml.cc/Conferences/2010/papers/546.pdf,https://dblp.org/rec/conf/icml/SzitaS10
130,130,2010,Arthur Szlam,,Xavier Bresson,,ICML,"total variation, cheeger cuts.",2,https://icml.cc/Conferences/2010/papers/233.pdf,https://dblp.org/rec/conf/icml/SzlamB10
131,131,2010,Mingkui Tan," School of Computer Engineering, Nanyang Technological University, Singapore",Ivor W. Tsang," School of Computer Engineering, Nanyang Technological University, Singapore",ICML,learning sparse svm for feature selection on very high dimensional datasets.,3,https://icml.cc/Conferences/2010/papers/227.pdf,https://dblp.org/rec/conf/icml/TanWT10
132,132,2010,Yichuan Tang," Centre for Theoretical Neuroscience, University of Waterloo, Waterloo ON, CANADA",Chris Eliasmith," Centre for Theoretical Neuroscience, University of Waterloo, Waterloo ON, CANADA",ICML,deep networks for robust visual recognition.,2,https://icml.cc/Conferences/2010/papers/370.pdf,https://dblp.org/rec/conf/icml/TangE10
133,133,2010,Mamadou Thiao," Laboratory of Mathematics LMI, INSA de Rouen, Saint-Etienne-du-Rouvray, FRANCE",Le Thi Hoai An," Laboratory of Theoretical and Applied Computer Science, UFR MIM, Metz University, Metz, FRANCE",ICML,a dc programming approach for sparse eigenvalue problem.,3,https://icml.cc/Conferences/2010/papers/359.pdf,https://dblp.org/rec/conf/icml/ThiaoTA10
134,134,2010,Christophe Thiery,,Bruno Scherrer,,ICML,least-squares policy iteration - bias-variance trade-off in control problems.,2,https://icml.cc/Conferences/2010/papers/336.pdf,https://dblp.org/rec/conf/icml/ThieryS10
135,135,2010,Daniel Ting," Department of Statistics, University of California, Berkeley, CA",Michael I. Jordan," Department of EECS and Department of Statistics, University of California, Berkeley, CA",ICML,an analysis of the convergence of graph laplacians.,3,https://icml.cc/Conferences/2010/papers/554.pdf,https://dblp.org/rec/conf/icml/TingHJ10
136,136,2010,Ryota Tomioka," Department of Mathematical Informatics, The University of Tokyo, Bunkyo-ku, Tokyo, Japan",Hisashi Kashima," Department of Mathematical Informatics, The University of Tokyo, Bunkyo-ku, Tokyo, Japan",ICML,a fast augmented lagrangian algorithm for learning low-rank matrices.,4,https://icml.cc/Conferences/2010/papers/556.pdf,https://dblp.org/rec/conf/icml/TomiokaSSK10
137,137,2010,Han-Hsing Tu," Department of Computer Science and Information Engineering, National Taiwan University, Taipei, Taiwan",Hsuan-Tien Lin," Department of Computer Science and Information Engineering, National Taiwan University, Taipei, Taiwan",ICML,one-sided support vector regression for multiclass cost-sensitive classification.,2,https://icml.cc/Conferences/2010/papers/207.pdf,https://dblp.org/rec/conf/icml/TuL10
138,138,2010,David Vickrey,,Daphne Koller,"Stanford University, USA",ICML,non-local contrastive objectives.,3,https://icml.cc/Conferences/2010/papers/592.pdf,https://dblp.org/rec/conf/icml/VickreyLK10
139,139,2010,Julia E. Vogt," Computer Science Department, University of Basel, Basel, Switzerland",Volker Roth 0001," Computer Science Department, University of Basel, Basel, Switzerland",ICML,the translation-invariant wishart-dirichlet process for clustering distance data.,4,https://icml.cc/Conferences/2010/papers/248.pdf,https://dblp.org/rec/conf/icml/VogtPFR10
140,140,2010,Thomas J. Walsh," Rutgers University, Piscataway, NJ",Carlos Diuk," Princeton University, Princeton, NJ",ICML,generalizing apprenticeship learning across hypothesis classes.,4,https://icml.cc/Conferences/2010/papers/475.pdf,https://dblp.org/rec/conf/icml/WalshSLD10
141,141,2010,Zhuang Wang," Department of Computer and Information Sciences, Temple University, Philadelphia, PA",Slobodan Vucetic," Department of Computer and Information Sciences, Temple University, Philadelphia, PA",ICML,multi-class pegasos on a budget.,3,https://icml.cc/Conferences/2010/papers/569.pdf,https://dblp.org/rec/conf/icml/WangCV10
