,Unnamed: 0,Unnamed: 0.1,first-author-affiliation,last-author-affiliation,title
165,165,10.0," Max Planck Institute for Intelligent Systems, Tübingen, Germany"," University of Washington, Seattle, WA",online submodular minimization for combinatorial structures.
166,166,11.0," University of Washington, Seattle, WA"," University of Washington, Seattle, WA",simultaneous learning and covering with adversarial noise.
167,167,12.0," Computer Science Department, Purdue University, West Lafayette, IN"," Computer Science Department, Purdue University, West Lafayette, IN",relational active learning for joint collective classification models.
168,168,13.0," Department of Computer Science, University of Maryland, College Park, MD"," Department of Computer Science, University of Maryland, College Park, MD",a co-training approach for multi-view spectral clustering.
169,169,14.0," Department of Electrical Engineering, Technion, Haifa, Israel"," Department of Electrical Engineering, Technion, Haifa, Israel",learning from multiple outlooks.
170,170,15.0, Carnegie Mellon University, Carnegie Mellon University,adaptive kernel approximation for large-scale non-linear svm prediction.
171,171,16.0," Research School of Computer Science, Australian National University and NICTA, Canberra, Australia"," Dpto. Teoría de la Señal y Comunicaciones, Universidad Carlos III de Madrid, Leganís, Spain",risk-based generalizations of f-divergences.
172,172,17.0," SML NICTA & RSISE ANU, Canberra ACT, Australia"," IST Austria (Institute of Science and Technology Austria), Klosterneuburg, Austria",learning multi-view neighborhood preserving projections.
173,173,18.0," DSI, Università degli Studi di Milano, Italy"," DSI, Università degli Studi di Milano, Italy",better algorithms for selective sampling.
174,174,19.0,"LTCI UMR Telecom ParisTech/CNRS No. 5141, Paris, France","LTCI UMR Telecom ParisTech/CNRS No. 5141, Paris, France",minimax learning rates for bipartite ranking and plug-in rules.
175,175,20.0," Machine Learning and Robotics Lab, FU Berlin, Berlin, Germany"," Machine Learning and Robotics Lab, FU Berlin, Berlin, Germany",task space retrieval using inverse feedback control.
176,176,21.0," Department of Computer Science & Engineering, University of Washington"," Department of Engineering, University of Cambridge, UK",pilco: a model-based and data-efficient approach to policy search.
177,177,0.0," IDSIA, USI & SUPSI, Switzerland"," IDSIA, USI & SUPSI, Switzerland",incremental basis construction from temporal difference error.
178,178,1.0," Department of Computer Science, Princeton University, Princeton, NJ"," Department of Computer Science, Princeton University, Princeton, NJ",predicting legislative roll calls from text.
179,179,2.0," Nikon Corporation, Tokyo, Japan"," Beckman Institute, University of Illinois, Urbana-Champaign",on bayesian pca: automatic dimensionality selection and analytic solution.
180,180,3.0," Dept. IRO, Université de Montréal. Montréal (QC), Canada"," Dept. IRO, Université de Montréal. Montréal (QC), Canada",domain adaptation for large-scale sentiment classification: a deep learning approach.
181,181,4.0," Department of Computer Science, U. of Southern California, Los Angeles, CA"," Department of Computer Science, U. of Southern California, Los Angeles, CA",learning with whom to share in multi-task feature learning.
182,182,5.0," Jožef Stefan Institute, Ljubljana, Slovenia"," Jožef Stefan Institute, Ljubljana, Slovenia",speeding up hoeffding-based regression trees with options.
183,183,6.0," Department of EECS, University of Liège, Liège, Belgium"," Department of EECS, University of Liège, Liège, Belgium",linear regression under fixed-rank constraints: a riemannian approach.
184,184,7.0, MPI for Intelligent Systems and Stanford University, MPI for Intelligent Systems,uncovering the temporal dynamics of diffusion networks.
185,185,8.0," Electrical Engineering Department, Stanford, CA"," Computer Science Department, Stanford, CA",multiclass boosting with hinge loss based on output coding.
186,186,9.0,"IBISC, EA 4526, Université d'Évry Val d'Essonne, Évry, France","ENSIIE, Évry, France and IBISC, EA 4526, Université d'Evry Val d'Essonne, Évry, France",semi-supervised penalized output kernel regression for link prediction.
187,187,10.0," Steklov Mathematical Institute, St. Petersburg, Russia and St. Petersburg Academic University, St. Petersburg, Russia"," St. Petersburg Institute for Informatics and Automation RAS, St. Petersburg, Russia and St. Petersburg Academic University, St. Petersburg, Russia",a new bayesian rating system for team competitions.
188,188,11.0," Stanford University, Stanford, CA"," École Polytechnique Fédérale de Lausanne (EPFL), Lausanne, Switzerland",optiml: an implicitly parallel domain-specific language for machine learning.
189,189,12.0," School of Computer Science, Carnegie Mellon University, Pittsburgh, PA"," School of Computer Science, Carnegie Mellon University, Pittsburgh, PA",infinite svm: a dirichlet process mixture of large-margin kernel machines.
190,190,13.0," Department of Electrical and Computer Engineering, Duke University, Durham, NC"," Department of Electrical and Computer Engineering, Duke University, Durham, NC",on the integration of topic modeling and dictionary learning.
191,191,14.0," David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, ON, CANADA"," School of Computer Science and Engineering, The Hebrew University of Jerusalem, ISRAEL",access to unlabeled data can speed up prediction time.
192,192,15.0," Departement d'informatique et de genie logiciel, Universite Laval, Quebec, Canada"," Departement d'informatique et de genie logiciel, Universite Laval, Quebec, Canada",from pac-bayes bounds to quadratic programs for majority votes.
193,193,16.0," Intelligent Systems Laboratory, University of Bristol, UK"," Departament de Sistemes Informatics i Computacio, Universitat Politecnica de València, Spain",a coherent interpretation of auc as a measure of aggregated classification performance.
194,194,17.0," Czech Technical University in Prague, Praha, Czech Republic"," Max Planck Institute for Intelligent Systems, Tubingen, Germany",support vector machines as probabilistic models.
195,195,18.0, Microsoft Research New England and Weizmann Institute of Science, Microsoft Research New England,adaptively learning the crowd kernel.
196,196,19.0," D. Bren School of Information and Computer Science, University of California, Irvine, CA"," Gatsby Computational Neuroscience Unit, UCL, London, UK",bayesian learning via stochastic gradient langevin dynamics.
197,197,20.0," Computer Science Department, Stanford University, Stanford, CA"," Computer Science Department, Stanford University, Stanford, CA",multimodal deep learning.
198,198,21.0," Department of Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, MI"," Department of Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, MI",on the robustness of kernel density m-estimators.
199,199,22.0," School of Computing, University of Utah, Salt Lake City, UT"," Department of Computer Science, University of Maryland, College Park, MD",beam search based map estimates for the indian buffet process.
200,200,23.0, Microsoft Research, Microsoft Research,optimal distributed online prediction.
201,201,0.0," TTI Chicago, Chicago"," TTI Chicago, Chicago",convex max-product algorithms for continuous mrfs with applications to protein folding.
202,202,1.0," Department of Computer Science, University of Texas, Austin, Texas"," Department of Computer Science, University of Texas, Austin, Texas",structure learning in ergodic factored mdps without knowledge of the transition function's in-degree.
203,203,2.0," Department of Statistics & FAS Center for Systems Biology, Harvard University, Cambridge, MA"," Department of Statistics & FAS Center for Systems Biology, Harvard University, Cambridge, MA",tree preserving embedding.
204,204,3.0," University of Washington, Seattle, WA"," University of Washington, Seattle, WA",clustering by left-stochastic matrix factorization.
205,205,4.0," Duke University, Durham, NC"," Duke University, Durham, NC",the infinite regionalized policy representation.
206,206,5.0, University of Massachusetts, University of Massachusetts,samplerank: training factor graphs with atomic gradients.
207,207,6.0," UC San Diego, La Jolla, CA"," Yahoo! Research, Sunnyvale, CA",preserving personalized pagerank in subgraphs.
208,208,7.0," Microsoft Research, Redmond, WA"," Microsoft Research, Redmond, WA",hierarchical classification via orthogonal transfer.
209,209,8.0," Ludwig-Maximilians-Universität, Munich, Germany"," Ludwig-Maximilians-Universität, Munich, Germany",a three-way model for collective learning on multi-relational data.
210,210,9.0," Institute for Theoretical Computer Science, Graz University of Technology, Graz, Austria"," Institute for Theoretical Computer Science, Graz University of Technology, Graz, Austria",variational inference for policy search in changing situations.
211,211,10.0," Department of Communications Engineering, Universidad de Cantabria, Spain"," School of Computer Science, University of Manchester, UK",variational heteroscedastic gaussian process regression.
212,212,11.0," Department of Statistics, Pennsylvania State University, University Park, PA"," Department of Computer Science, University of California, Irvine, CA",dynamic egocentric models for citation networks.
