,year,first-author,first-author-affiliation,first-author-author-affiliation-country,last-author,last-author-affiliation,last-author-affiliation-country,journal/conference,title,number-of-authors,paper-url,DBLP-url
100,2011,Dana Chandler,,,John Joseph Horton,,,Human Computation,"Labor Allocation in Paid Crowdsourcing - Experimental Evidence on Positioning, Nudges and Prices.",2,http://www.aaai.org/ocs/index.php/WS/AAAIW11/paper/view/3983,https://dblp.org/rec/conf/aaai/ChandlerH11
101,2011,Tao-Hsuan Chang,,,Jane Yung-jen Hsu,,,Human Computation,MuSweeper - An Extensive Game for Collecting Mutual Exclusions.,3,http://www.aaai.org/ocs/index.php/WS/AAAIW11/paper/view/3985,https://dblp.org/rec/conf/aaai/ChangCH11
102,2011,Otto Chrons,,,Sami Sundell,,,Human Computation,Digitalkoot - Making Old Archives Accessible Using Crowdsourcing.,2,http://www.aaai.org/ocs/index.php/WS/AAAIW11/paper/view/3813,https://dblp.org/rec/conf/aaai/ChronsS11
103,2011,Siamak Faradani,,,Panagiotis G. Ipeirotis,,,Human Computation,What's the Right Price? Pricing Tasks for Finishing on Time.,3,http://www.aaai.org/ocs/index.php/WS/AAAIW11/paper/view/3994,https://dblp.org/rec/conf/aaai/FaradaniHI11
104,2011,David Alan Grier,,,David Alan Grier,,,Human Computation,Error Identification and Correction in Human Computation - Lessons from the WPA.,1,http://www.aaai.org/ocs/index.php/WS/AAAIW11/paper/view/4004,https://dblp.org/rec/conf/aaai/Grier11
105,2011,Hyun Joon Jung,,,Matthew Lease,,,Human Computation,Improving Consensus Accuracy via Z-Score and Weighted Voting.,2,http://www.aaai.org/ocs/index.php/WS/AAAIW11/paper/view/3905,https://dblp.org/rec/conf/aaai/JungL11
106,2011,Anand Pramod Kulkarni,,,Björn Hartmann,,,Human Computation,"Turkomatic - Automatic, Recursive Task and Workflow Design for Mechanical Turk.",3,http://www.aaai.org/ocs/index.php/WS/AAAIW11/paper/view/3884,https://dblp.org/rec/conf/aaai/KulkarniCH11
107,2011,Matthew Lease,,,Matthew Lease,,,Human Computation,On Quality Control and Machine Learning in Crowdsourcing.,1,http://www.aaai.org/ocs/index.php/WS/AAAIW11/paper/view/3906,https://dblp.org/rec/conf/aaai/Lease11
108,2011,Beatrice Liem,,,Yiling Chen,,,Human Computation,An Iterative Dual Pathway Structure for Speech-to-Text Transcription.,3,http://www.aaai.org/ocs/index.php/WS/AAAIW11/paper/view/3902,https://dblp.org/rec/conf/aaai/LiemZC11
109,2011,Patrick Minder,,,Abraham Bernstein,,,Human Computation,CrowdLang - First Steps Towards Programmable Human Computers for General Computation.,2,http://www.aaai.org/ocs/index.php/WS/AAAIW11/paper/view/3891,https://dblp.org/rec/conf/aaai/MinderB11
110,2011,Prayag Narula,,,Björn Hartmann,,,Human Computation,MobileWorks - A Mobile Crowdsourcing Platform for Workers at the Bottom of the Pyramid.,5,http://www.aaai.org/ocs/index.php/WS/AAAIW11/paper/view/3962,https://dblp.org/rec/conf/aaai/NarulaGRKH11
111,2011,David Oleson,,,Lukas Biewald,,,Human Computation,Programmatic Gold - Targeted and Scalable Quality Assurance in Crowdsourcing.,6,http://www.aaai.org/ocs/index.php/WS/AAAIW11/paper/view/3995,https://dblp.org/rec/conf/aaai/OlesonSLHLB11
112,2011,Mario Rodríguez,,,James Davis 0001,,,Human Computation,CrowdSight - Rapidly Prototyping Intelligent Visual Processing Apps.,2,http://www.aaai.org/ocs/index.php/WS/AAAIW11/paper/view/3939,https://dblp.org/rec/conf/aaai/RodriguezD11
113,2011,Andrew W. Schriner,,,James G. Uber,,,Human Computation,PulaCloud - Using Human Computation to Enable Development at the Bottom of the Economic Ladder.,3,http://www.aaai.org/ocs/index.php/WS/AAAIW11/paper/view/3938,https://dblp.org/rec/conf/aaai/SchrinerOU11
114,2011,Yaron Singer,,,Manas Mittal,,,Human Computation,Pricing Tasks in Online Labor Markets.,2,http://www.aaai.org/ocs/index.php/WS/AAAIW11/paper/view/4001,https://dblp.org/rec/conf/aaai/SingerM11
115,2011,Ruben Stranders,,,Nicholas R. Jennings,,,Human Computation,CollabMap - Augmenting Maps Using the Wisdom of Crowds.,4,http://www.aaai.org/ocs/index.php/WS/AAAIW11/paper/view/3815,https://dblp.org/rec/conf/aaai/StrandersRSJ11
116,2011,Yu-An Sun,,,Greg Little,,,Human Computation,Beyond Independent Agreement - A Tournament Selection Approach for Quality Assurance of Human Computation Tasks.,3,http://www.aaai.org/ocs/index.php/WS/AAAIW11/paper/view/3904,https://dblp.org/rec/conf/aaai/SunRL11
117,2011,Siddharth Suri,,,Winter A. Mason,,,Human Computation,Honesty in an Online Labor Market.,3,http://www.aaai.org/ocs/index.php/WS/AAAIW11/paper/view/3955,https://dblp.org/rec/conf/aaai/SuriGM11
118,2011,Daniel S. Weld,,,Peng Dai 0001,,,Human Computation,Human Intelligence Needs Artificial Intelligence.,3,http://www.aaai.org/ocs/index.php/WS/AAAIW11/paper/view/3972,https://dblp.org/rec/conf/aaai/WeldMD11
119,2011,Liyue Zhao,,,Rahul Sukthankar,,,Human Computation,Robust Active Learning Using Crowdsourced Annotations for Activity Recognition.,3,http://www.aaai.org/ocs/index.php/WS/AAAIW11/paper/view/3874,https://dblp.org/rec/conf/aaai/ZhaoSS11
120,2011,Pranav Anand,,,Philip Resnik,,,Computational Models of Natural Argument,Believe Me - We Can Do This! Annotating Persuasive Acts in Blog Text.,7,http://www.aaai.org/ocs/index.php/WS/AAAIW11/paper/view/3907,https://dblp.org/rec/conf/aaai/AnandKBWMOR11
121,2011,Katarzyna Budzynska,,,Chris Reed,,,Computational Models of Natural Argument,Speech Acts of Argumentation - Inference Anchors and Peripheral Cues in Dialogue.,2,http://www.aaai.org/ocs/index.php/WS/AAAIW11/paper/view/3940,https://dblp.org/rec/conf/aaai/BudzynskaR11
122,2011,Chrysanne DiMarco,,,Randy Allen Harris,,,Computational Models of Natural Argument,The RhetFig Project - Computational Rhetorics and Models of Persuasion.,2,http://www.aaai.org/ocs/index.php/WS/AAAIW11/paper/view/3956,https://dblp.org/rec/conf/aaai/DiMarcoH11
123,2011,Nancy L. Green,,,Jennifer Kimbrough,,,Computational Models of Natural Argument,Adding Affective Argumentation to the GenIE Assistant.,3,http://www.aaai.org/ocs/index.php/WS/AAAIW11/paper/view/3816,https://dblp.org/rec/conf/aaai/GreenSK11
124,2011,Ricky J. Sethi,,,Yolanda Gil,,,Computational Models of Natural Argument,A Social Collaboration Argumentation System for Generating Multi-Faceted Answers in Question and Answer Communities.,2,http://www.aaai.org/ocs/index.php/WS/AAAIW11/paper/view/3804,https://dblp.org/rec/conf/aaai/SethiG11
0,2011,Noa Agmon,,,Peter Stone,,,AAAI,Multiagent Patrol Generalized to Complex Environmental Conditions.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3564,https://dblp.org/rec/conf/aaai/AgmonUS11
1,2011,Ozgur Akgun,,,Brahim Hnich,,,AAAI,Extensible Automated Constraint Modelling.,5,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3687,https://dblp.org/rec/conf/aaai/AkgunMJFH11
2,2011,Baris Akgün,,,Andrea Lockerd Thomaz,,,AAAI,Learning Tasks and Skills Together From a Human Teacher.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3553,https://dblp.org/rec/conf/aaai/AkgunSST11
3,2011,Saleema Amershi,,,Desney S. Tan,,,AAAI,Effective End-User Interaction with Machine Learning.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3736,https://dblp.org/rec/conf/aaai/AmershiFKT11
4,2011,Bo An 0001,,,Christopher Kiekintveld,,,AAAI,Refinement of Strong Stackelberg Equilibria in Security Games.,5,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3461,https://dblp.org/rec/conf/aaai/AnTOSK11
5,2011,Dimitrios Antos,,,Barbara J. Grosz,,,AAAI,The Influence of Emotion Expression on Perceptions of Trustworthiness in Negotiation.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3438,https://dblp.org/rec/conf/aaai/AntosMGG11
6,2011,Jim Apple,,,Bryan Smith,,,AAAI,Green Driver - AI in a Microcosm.,10,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3648,https://dblp.org/rec/conf/aaai/AppleCCDFGKLSS11
7,2011,Nimar S. Arora,,,Erik B. Sudderth,,,AAAI,Global Seismic Monitoring - A Bayesian Approach.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3602,https://dblp.org/rec/conf/aaai/AroraRKS11
8,2011,Tsz-Chiu Au,,,Peter Stone,,,AAAI,Enforcing Liveness in Autonomous Traffic Management.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3762,https://dblp.org/rec/conf/aaai/AuSS11
9,2011,Amos Azaria,,,Claudia V. Goldman,,,AAAI,Strategic Information Disclosure to People with Multiple Alternatives.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3694,https://dblp.org/rec/conf/aaai/AzariaRKG11
10,2011,Philip Bachman,,,Doina Precup,,,AAAI,Learning Compact Representations of Time-Varying Processes.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3541,https://dblp.org/rec/conf/aaai/BachmanP11
11,2011,Chris Colin Baillie,,,Edoardo Pignotti,,,AAAI,Assessing Quality in the Web of Linked Sensor Data.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3488,https://dblp.org/rec/conf/aaai/BaillieEP11
12,2011,Bikramjit Banerjee,,,Landon Kraemer,,,AAAI,Branch and Price for Multi-Agent Plan Recognition.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3714,https://dblp.org/rec/conf/aaai/BanerjeeK11
13,2011,Forrest Sheng Bao,,,Forrest Sheng Bao,,,AAAI,The AC(C) Language - Integrating Answer Set Programming and Constraint Logic Programming.,1,http://www.aaai.org/ocs/index.php/DC/DC11/paper/view/3552,https://dblp.org/rec/conf/aaai/Bao11
14,2011,Forrest Sheng Bao,,,Yuanlin Zhang 0002,,,AAAI,Medical Treatment Conflict Resolving in Answer Set Programming.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3546,https://dblp.org/rec/conf/aaai/BaoZZ11
15,2011,David Michael Barbella,,,Kenneth D. Forbus,,,AAAI,Analogical Dialogue Acts - Supporting Learning by Reading Analogies in Instructional Texts.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3739,https://dblp.org/rec/conf/aaai/BarbellaF11
16,2011,Elias Bareinboim,,,Judea Pearl,,,AAAI,Controlling Selection Bias in Causal Inference.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3522,https://dblp.org/rec/conf/aaai/BareinboimP11
17,2011,Joseph Kelly Barker,,,Richard E. Korf,,,AAAI,Solving 4x5 Dots-And-Boxes.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3495,https://dblp.org/rec/conf/aaai/BarkerK11
18,2011,Samuel Barrett,,,Peter Stone,,,AAAI,Ad Hoc Teamwork in Variations of the Pursuit Domain.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3517,https://dblp.org/rec/conf/aaai/BarrettS11
19,2011,Nicola Basilico,,,Nicola Gatti 0001,,,AAAI,Automated Abstractions for Patrolling Security Games.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3574,https://dblp.org/rec/conf/aaai/BasilicoG11
20,2011,Navid Bazzazzadeh,,,Roland Eils,,,AAAI,Reconstructing the Stochastic Evolution Diagram of Dynamic Complex Systems.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3483,https://dblp.org/rec/conf/aaai/BazzazzadehBE11
21,2011,Vaishak Belle,,,Gerhard Lakemeyer,,,AAAI,A Semantical Account of Progression in the Presence of Uncertainty.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3715,https://dblp.org/rec/conf/aaai/BelleL11
22,2011,Jur van den Berg,,,Kenneth Y. Goldberg,,,AAAI,Anytime Nonparametric A.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3680,https://dblp.org/rec/conf/aaai/BergSHG11
23,2011,Francis Bisson,,,Hengameh Irandoust,,,AAAI,Provoking Opponents to Facilitate the Recognition of their Intentions.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3442,https://dblp.org/rec/conf/aaai/BissonKBI11
24,2011,Piero A. Bonatti,,,Luigi Sauro,,,AAAI,Adding Default Attributes to EL++.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3588,https://dblp.org/rec/conf/aaai/BonattiFS11
25,2011,Byron Boots,,,Geoffrey J. Gordon,,,AAAI,An Online Spectral Learning Algorithm for Partially Observable Nonlinear Dynamical Systems.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3703,https://dblp.org/rec/conf/aaai/BootsG11
26,2011,Antoine Bordes,,,Yoshua Bengio,,,AAAI,Learning Structured Embeddings of Knowledge Bases.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3659,https://dblp.org/rec/conf/aaai/BordesWCB11
27,2011,Ronen I. Brafman,,,Zohar Feldman,,,AAAI,Planning for Operational Control Systems with Predictable Exogenous Events.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3689,https://dblp.org/rec/conf/aaai/BrafmanDEF11
28,2011,Ronen I. Brafman,,,Toby Walsh,,,AAAI,The Next Best Solution.,6,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3630,https://dblp.org/rec/conf/aaai/BrafmanPRSVW11
29,2011,David Burkett,,,Dan Klein,,,AAAI,Optimal Graph Search with Iterated Graph Cuts.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3778,https://dblp.org/rec/conf/aaai/BurkettHK11
30,2011,Andrea Calì,,,Andreas Pieris,,,AAAI,New Expressive Languages for Ontological Query Answering.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3620,https://dblp.org/rec/conf/aaai/CaliGP11
31,2011,Kevin Robert Canini,,,Thomas L. Griffiths,,,AAAI,A Nonparametric Bayesian Model of Multi-Level Category Learning.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3427,https://dblp.org/rec/conf/aaai/CaniniG11
32,2011,Sofia Ceppi,,,Enrico H. Gerding,,,AAAI,Mechanism Design for Federated Sponsored Search Auctions.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3576,https://dblp.org/rec/conf/aaai/CeppiGG11
33,2011,Nicolò Cesa-Bianchi,,,Ohad Shamir,,,AAAI,Quantity Makes Quality - Learning with Partial Views.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3121,https://dblp.org/rec/conf/aaai/Cesa-BianchiSS11
34,2011,Shayok Chakraborty,,,Sethuraman Panchanathan,,,AAAI,Dynamic Batch Mode Active Learning via L1 Regularization.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3478,https://dblp.org/rec/conf/aaai/ChakrabortyBP11
35,2011,Simon Chamberland,,,Froduald Kabanza,,,AAAI,Heuristic Planning in Adversarial Dynamic Domains.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3492,https://dblp.org/rec/conf/aaai/ChamberlandK11
36,2011,Yi Chang 0001,,,Yan Liu 0002,,,AAAI,Detecting Multilingual and Multi-Regional Query Intent in Web Search.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3473,https://dblp.org/rec/conf/aaai/ChangZRL11
37,2011,Xinlei Chen,,,Deng Cai 0001,,,AAAI,Large Scale Spectral Clustering with Landmark-Based Representation.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3484,https://dblp.org/rec/conf/aaai/ChenC11
38,2011,Yiling Chen,,,Ian A. Kash,,,AAAI,Market Manipulation with Outside Incentives.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3747,https://dblp.org/rec/conf/aaai/ChenGGK11
39,2011,Weizhu Chen,,,Qiang Yang 0001,,,AAAI,A Whole Page Click Model to Better Interpret Search Engine Click Data.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3621,https://dblp.org/rec/conf/aaai/ChenJSY11
40,2011,David L. Chen,,,Raymond J. Mooney,,,AAAI,Learning to Interpret Natural Language Navigation Instructions from Observations.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3701,https://dblp.org/rec/conf/aaai/ChenM11
41,2011,Hung-Che Chen,,,Jyh-Da Wei,,,AAAI,Using Neural Networks for Evaluation in Heuristic Search Algorithm.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3476,https://dblp.org/rec/conf/aaai/ChenW11
42,2011,Songjian Chen,,,Huiyou Chang,,,AAAI,A Simple and Effective Unsupervised Word Segmentation Approach.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3590,https://dblp.org/rec/conf/aaai/ChenXC11
43,2011,Niyati Chhaya,,,Niyati Chhaya,,,AAAI,Joint Inference for Extracting Text Descriptors from Triage Images of Mass Disaster Victims.,1,http://www.aaai.org/ocs/index.php/DC/DC11/paper/view/3486,https://dblp.org/rec/conf/aaai/Chhaya11
44,2011,Rajesh Hemant Chitnis,,,Vahid Liaghat,,,AAAI,Parameterized Complexity of Problems in Coalitional Resource Games.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3755,https://dblp.org/rec/conf/aaai/ChitnisHL11
45,2011,Yoon-Sik Cho,,,Aram Galstyan,,,AAAI,Co-Evolution of Selection and Influence in Social Networks.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3783,https://dblp.org/rec/conf/aaai/ChoSG11
46,2011,Jaesik Choi,,,Hung Hai Bui,,,AAAI,Efficient Methods for Lifted Inference with Aggregate Factors.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3797,https://dblp.org/rec/conf/aaai/ChoiBB11
47,2011,Jennifer Chu-Carroll,,,James Fan,,,AAAI,Leveraging Wikipedia Characteristics for Search and Candidate Generation in Question Answering.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3544,https://dblp.org/rec/conf/aaai/Chu-CarrollF11
48,2011,Sook-Ling Chua,,,Hans W. Guesgen,,,AAAI,Unsupervised Learning of Human Behaviours.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3618,https://dblp.org/rec/conf/aaai/ChuaMG11
49,2011,Jessica Elan Chung,,,Eni Mustafaraj,,,AAAI,Can Collective Sentiment Expressed on Twitter Predict Political Elections?,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3549,https://dblp.org/rec/conf/aaai/ChungM11
50,2011,Michael H. Coen,,,Nathanael Fillmore,,,AAAI,Learning from Spatial Overlap.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3743,https://dblp.org/rec/conf/aaai/CoenAF11
51,2011,Yuga J. Cohler,,,Ariel D. Procaccia,,,AAAI,Optimal Envy-Free Cake Cutting.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3638,https://dblp.org/rec/conf/aaai/CohlerLPP11
52,2011,Robert Cohn,,,Satinder P. Singh,,,AAAI,Comparing Action-Query Strategies in Semi-Autonomous Agents.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3744,https://dblp.org/rec/conf/aaai/CohnDS11
53,2011,Brian Coltin,,,Manuela M. Veloso,,,AAAI,Multi-Observation Sensor Resetting Localization with Ambiguous Landmarks.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3749,https://dblp.org/rec/conf/aaai/ColtinV11
54,2011,Alexandra Coman,,,Hector Muñoz-Avila,,,AAAI,Generating Diverse Plans Using Quantitative and Qualitative Plan Distance Metrics.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3606,https://dblp.org/rec/conf/aaai/ComanM11
55,2011,Gheorghe Comanici,,,Doina Precup,,,AAAI,Basis Function Discovery Using Spectral Clustering and Bisimulation Metrics.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3663,https://dblp.org/rec/conf/aaai/ComaniciP11
56,2011,Vincent Conitzer,,,Dmytro Korzhyk,,,AAAI,Commitment to Correlated Strategies.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3645,https://dblp.org/rec/conf/aaai/ConitzerK11
57,2011,Vincent Conitzer,,,Lirong Xia,,,AAAI,Dominating Manipulations in Voting with Partial Information.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3706,https://dblp.org/rec/conf/aaai/ConitzerWX11
58,2011,Florin Constantin,,,David C. Parkes,,,AAAI,On Expressing Value Externalities in Position Auctions.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI11/paper/view/3780,https://dblp.org/rec/conf/aaai/ConstantinRHP11
