,first-author,first-author-affiliation,last-author,last-author-affiliation,title
865,Kancharla Parimala,"Indian Institute of Technology, Hyderabad",Sumohana Channappayya,Indian Institute of Technology Hyderabad,Quality Aware Generative Adversarial Networks
866,Giacomo De Palma,MIT,Seth Lloyd,MIT,Random deep neural networks are biased towards simple functions
867,Tatjana Chavdarova,DeepMind & Mila & Idiap & EPFL,Simon Lacoste-Julien,"Mila, Université de Montréal & SAIL Montreal",Reducing Noise in GAN Training with Variance Reduced Extragradient
868,Ngoc-Trung Tran,Singapore University of Technology and Design,Ngai-Man (Man) Cheung,Singapore University of Technology and Design,Self-supervised GAN: Analysis and Improvement with Multi-class Minimax Game
869,Vladimir V. Kniaz,IEEE,Fabio Remondino,"""Fondazione Bruno Kessler, Italy""",The Point Where Reality Meets Fantasy: Mixed Adversarial Generators for Image Splice Detection
870,Cyprien de Masson d'Autume,Google DeepMind,Jack Rae,"DeepMind, UCL",Training Language GANs from Scratch
871,Taco Cohen,Qualcomm AI Research,Maurice Weiler,University of Amsterdam,A General Theory of Equivariant CNNs on Homogeneous Spaces
872,Pavithra Prabhakar,Kansas State University,Zahra Rahimi Afzal,Kansas State University,Abstraction based Output Range Analysis for Neural Networks
873,Tianjun Zhang,"University of California, Berkeley",George Biros,University of Texas at Austin,ANODEV2: A Coupled Neural ODE Framework
874,Hao Zheng,East China Normal University,Guixu Zhang,East China Normal University,Cascaded Dilated Dense Network with Two-step Data Consistency for MRI Reconstruction
875,Wei-Da Chen,National Tsing Hua University,Shan-Hung (Brandon) Wu,National Tsing Hua University,CNN^{2}: Viewpoint Generalization via a Binocular Vision
876,Brandon Yang,Google Brain,Jiquan Ngiam,Google Brain,CondConv: Conditionally Parameterized Convolutions for Efficient Inference
877,Shuang Wu,Tsinghua University,Luping Shi,Tsinghua University,Convolution with even-sized kernels and symmetric padding
878,W. O. K. Asiri Suranga Wijesinghe,The Australian National University,Qing Wang,Australian National University,DFNets: Spectral CNNs for Graphs with Feedback-Looped Filters
879,Stéphane d'Ascoli,ENS / FAIR,Joan Bruna,NYU,Finding the Needle in the Haystack with Convolutions: on the benefits of architectural bias
880,Hugo Touvron,Facebook AI Research,Herve Jegou,Facebook AI Research,Fixing the train-test resolution discrepancy
881,Takumi Kobayashi,National Institute of Advanced Industrial Science and Technology,Takumi Kobayashi,National Institute of Advanced Industrial Science and Technology,Gaussian-Based Pooling for Convolutional Neural Networks
882,Maurice Weiler,University of Amsterdam,Gabriele Cesa,University of Amsterdam,General E(2)-Equivariant Steerable CNNs
883,Weiyang Liu,Georgia Institute of Technology,Le Song,Georgia Institute of Technology,Neural Similarity Learning
884,Jianwei Yang,Georgia Tech,Devi Parikh,Georgia Tech / Facebook AI Research (FAIR),Cross-channel Communication Networks
885,Chris Wendler,ETH Zurich,Dan Alistarh,IST Austria & NeuralMagic,Powerset Convolutional Neural Networks
886,Qiyang Li,University of Toronto,Joern-Henrik Jacobsen,Vector Institute,Preventing Gradient Attenuation in Lipschitz Constrained Convolutional Networks
887,Taeyoung Hahn,SNUVL,Gunhee Kim,Seoul National University,Self-Routing Capsule Networks
888,Sawyer Birnbaum,Stanford University,Stefano Ermon,Stanford,Temporal FiLM: Capturing Long-Range Sequence Dependencies with Feature-Wise Modulations.
889,Dong Yin,UC Berkeley,Justin Gilmer,Google Brain,A Fourier Perspective on Model Robustness in Computer Vision
890,Mitsuru Kusumoto,"Preferred Networks, Inc.",Masanori Koyama,Preferred Networks Inc. ,A Graph Theoretic Framework of Recomputation Algorithms for Memory-Efficient Backpropagation
891,Yaniv Blumenfeld,Technion,Daniel Soudry,Technion,A Mean Field Theory of Quantized Deep Networks: The Quantization-Depth Trade-Off
892,Ayan Chakrabarti,Washington University in St. Louis,Benjamin Moseley,Carnegie Mellon University,Backprop with Approximate Activations for Memory-efficient Network Training
893,Ziyu Jiang,Texas A&M University,Zhangyang Wang,TAMU,E2-Train: Training State-of-the-art CNNs with Over 80% Less Energy
894,Xiao Sun,IBM Thomas J. Watson Research Center,Kailash Gopalakrishnan,IBM Research,Hybrid 8-bit Floating Point (HFP8) Training and Inference for Deep Neural Networks
895,Rebekka Burkholz,Harvard University,Alina Dubatovka,ETH Zurich,Initialization of ReLUs for Dynamical Isometry
896,Ehsan Amid,"University of California, Santa Cruz",Tomer Koren,Google,Robust Bi-Tempered Logistic Loss Based on Bregman Divergences
897,Rohith Kuditipudi,Duke University,Sanjeev Arora,Princeton University,Explaining Landscape Connectivity of Low-cost Solutions for Multilayer Nets
898,Rohan Anil,Google,Yoram Singer,Google,Memory Efficient Adaptive Optimization
899,Zeyuan Allen-Zhu,Microsoft Research,Zhao Song,University of Washington,On the Convergence Rate of Training Recurrent Neural Networks
900,Dimitris Kalimeris,Harvard,Fred Zhang,Harvard University,SGD on Neural Networks Learns Functions of Increasing Complexity
901,Tianyi Liu,Georgia Institute of Technolodgy,Tuo Zhao,Gatech,Towards Understanding the Importance of Shortcut Connections in Residual Networks
902,Mario Lezcano Casado,Univeristy of Oxford,Mario Lezcano Casado,Univeristy of Oxford,Trivializations for Gradient-Based Optimization on Manifolds
903,Hunter Lang,Microsoft Research,Pengchuan Zhang,Microsoft Research,Using Statistics to Automate Stochastic Optimization
904,Guodong Zhang,University of Toronto,Roger Grosse,University of Toronto,Which Algorithmic Choices Matter at Which Batch Sizes?  Insights From a Noisy Quadratic Model
905,Jaehoon Lee,Google Brain,Jeffrey Pennington,Google Brain,Wide Neural Networks of Any Depth Evolve as Linear Models Under Gradient Descent
906,Kevin Smith,MIT,Tomer Ullman,Harvard,Modeling Expectation Violation in Intuitive Physics with Coarse Probabilistic Object Representations
907,Brenden Lake,New York University,Brenden Lake,New York University,Compositional generalization through meta sequence-to-sequence learning
908,Niru Maheswaranathan,Google Brain,David Sussillo,Google Inc.,Universality and individuality in neural dynamics across large populations of recurrent networks
909,Ben Sorscher,Stanford University,Samuel Ocko,Stanford,A unified theory for the origin of grid cells through the lens of pattern formation
910,Cornelius Schröder,University of Tübingen,Philipp Berens,University of Tübingen,Approximate Bayesian Inference for a Mechanistic Model of Vesicle Release at a Ribbon Synapse
911,Rishidev Chaudhuri,"University of California, Davis",Ila Fiete,Massachusetts Institute of Technology,Bipartite expander Hopfield networks as self-decoding high-capacity error correcting codes
912,Jianghong Shi,University of Washington,Michael Buice,Allen Institute for Brain Science,Comparison Against Task Driven Artificial Neural Networks Reveals Functional Organization of Mouse Visual Cortex
913,Laura R Edmondson,University of Sheffield,Hannes P. Saal,University of Sheffield,Nonlinear scaling of resource allocation in sensory bottlenecks
914,Yanis Bahroun,Flatiron institute,Anirvan Sengupta,Rutgers University,A Similarity-preserving Network Trained on Transformed Images Recapitulates Salient Features of the Fly Motion Detection Circuit
915,Jonas Kubilius,"MIT, KU Leuven, Three Thirds",James J DiCarlo,Massachusetts Institute of Technology,Brain-Like Object Recognition with High-Performing Shallow Recurrent ANNs
916,Shagun Ajmera,Indian Institute of Science,Devarajan Sridharan,Indian Institute of Science,Infra-slow brain dynamics as a marker for cognitive function and decline
917,Kecheng Zheng,University of Science and Technology of China,Wei Wei,Google Inc.,Abstract Reasoning with Distracting Features
918,Florian Schaefer,Caltech,Anima Anandkumar,NVIDIA / Caltech,Competitive Gradient Descent
919,Rixon Crane,The University of Queensland,Fred Roosta,University of Queensland,DINGO: Distributed Newton-Type Method for Gradient-Norm Optimization
920,Wenqing Hu,Missouri S&T,Huizhuo Yuan,Peking University,Efficient Smooth Non-Convex Stochastic Compositional Optimization via Stochastic Recursive Gradient Descent
921,Manolis Vlatakis-Gkaragkounis,Columbia University,Georgios Piliouras,Singapore University of Technology and Design,Efficiently avoiding saddle points with zero order methods: No gradients required 
922,Yue Sun,University of Washington,Maryam Fazel,University of Washington,Escaping from saddle points on Riemannian manifolds
923,Cheng Tang,Amazon,Cheng Tang,Amazon,Exponentially convergent stochastic k-PCA without variance reduction
924,Ioannis Panageas,SUTD,Xiao Wang,Singapore university of technology and design,First-order methods almost always avoid saddle points: The case of vanishing step-sizes
925,Jacky Zhang,UIUC,Sanmi Koyejo,UIUC,Learning Sparse Distributions using Iterative Hard Thresholding
926,Farzin Haddadpour,Pennsylvania State university,Viveck Cadambe,Penn State,Local SGD with  Periodic Averaging: Tighter Analysis  and Adaptive Synchronization 
927,Syrine Belakaria,Washington State University,Jana Doppa,Washington State University,Max-value Entropy Search for Multi-Objective Bayesian Optimization
928,Maher Nouiehed,American University of Beirut,Meisam Razaviyayn,University of Southern California,Solving a Class of Non-Convex Min-Max Games Using Iterative First Order Methods
929,Pierre Monteiller,ENS Ulm,Mikhail Yurochkin,"IBM Research, MIT-IBM Watson AI Lab",Alleviating Label Switching with Optimal Transport
930,Antonio Orvieto,ETH Zurich,Aurelien Lucchi,ETH Zurich,Continuous-time Models for Stochastic Optimization Algorithms
931,Michal Derezinski,UC Berkeley,Michael W Mahoney,UC Berkeley,Distributed estimation of the inverse Hessian by determinantal averaging
932,Rong Ge,Duke University,Praneeth Netrapalli,Microsoft Research,"The Step Decay Schedule: A Near Optimal, Geometrically Decaying Learning Rate Procedure For Least Squares"
933,Yair Carmon,Stanford University,Kevin Tian,Stanford University,Variance Reduction for Matrix Games
934,Sebastian Blaes,"Max-Planck Institute for Intelligent Systems, Tuebingen, Germany",Georg Martius,MPI for Intelligent Systems,Control What You Can: Intrinsically Motivated Task-Planning Agent
935,Akihiro Kishimoto,IBM Research,Adi Botea,IBM Research,Depth-First Proof-Number Search with Heuristic Edge Cost and Application to Chemical Synthesis Planning
936,Chenjun Xiao,University of Alberta,Martin Müller,University of Alberta,Maximum Entropy Monte-Carlo Planning
937,Erwan Lecarpentier,Université de Toulouse,Emmanuel Rachelson,ISAE-SUPAERO / University of Toulouse,"Non-Stationary Markov Decision Processes, a Worst-Case Approach using Model-Based Reinforcement Learning"
938,Kishor Jothimurugan,University of Pennsylvania,Osbert Bastani,University of Pennysylvania,A Composable Specification Language for Reinforcement Learning Tasks
939,"""Tony"" Runzhe Yang",Princeton University,Karthik Narasimhan,Princeton University,A Generalized Algorithm for Multi-Objective Reinforcement Learning and Policy Adaptation
940,Yihao Feng,UT Austin,Qiang Liu,UT Austin,A Kernel Loss for Solving the Bellman Equation
941,Meng Fang,Tencent,Zhengyou Zhang,Tencent,Curriculum-guided Hindsight Experience Replay
942,Chen Tessler,Technion,Shie Mannor,Technion,Distributional Policy Optimization: An Alternative Approach for Continuous Control
943,Samuel Ainsworth,University of Washington,sidd Srinivasa,Amazon + University of Washington,Mo' States Mo' Problems: Emergency Stop Mechanisms from Observation
944,Max Igl,University of Oxford,Katja Hofmann,Microsoft Research,Generalization in Reinforcement Learning with Selective Noise Injection and Information Bottleneck
945,Mido Assran,McGill University / Facebook AI Research,Mike Rabbat,Facebook FAIR,Gossip-based Actor-Learner Architectures for Deep Reinforcement Learning
946,Abhinav Verma,Rice University,Swarat Chaudhuri,Rice University,Imitation-Projected Programmatic Reinforcement Learning
947,Sobhan Miryoosefi,Princeton University,Robert Schapire,MIcrosoft Research,Reinforcement Learning with Convex Constraints 
948,Jose A. Arjona-Medina,"LIT AI Lab, Institute for Machine Learning, Johannes Kepler University Linz, Austria",Sepp Hochreiter,LIT AI Lab / University Linz / IARAI,RUDDER: Return Decomposition for Delayed Rewards
949,Karol Gregor,DeepMind,Aaron van den Oord,Google Deepmind,Shaping Belief States with Generative Environment Models for RL
950,Alex Mott,DeepMind,Danilo Jimenez Rezende,Google DeepMind,Towards Interpretable Reinforcement Learning Using Attention Augmented Agents
951,Jayadev Acharya,Cornell University,Ziteng Sun,Cornell University,Estimating Entropy of Distributions in Constant Space
952,Jie Ding,University of Minnesota,Vahid Tarokh,Duke University,Gradient Information for Representation and Modeling
953,Dong Liu,University of Science and Technology of China,Zhiwei Xiong,University of Science and Technology of China,On The Classification-Distortion-Perception Tradeoff
954,Lingxiao Wang,Northwestern University,Zhaoran Wang,Northwestern University,Statistical-Computational Tradeoff in Single Index Models
955,Saurabh Sihag,Rensselaer Polytechnic Institute,Ali Tajer,Rensselaer Polytechnic Institute,Structure Learning with Side Information: Sample Complexity
956,Benjamin Aubin,Ipht Saclay,Lenka Zdeborová,CEA Saclay,The spiked matrix model with generative priors
957,Yihan Jiang,University of Washington Seattle,Pramod Viswanath,UIUC,Turbo Autoencoder: Deep learning based channel codes for point-to-point communication channels
958,Dennis Maximilian Elbrächter,University of Vienna,Philipp Grohs,University of Vienna,How degenerate is the parametrization of neural networks with the ReLU activation function?
959,Sanjeev Arora,Princeton University,Yuping Luo,Princeton University,Implicit Regularization in Deep Matrix Factorization
960,Fariborz Salehi,California Institute of Technology,Babak Hassibi,Caltech,The Impact of Regularization on High-dimensional Logistic Regression
961,Qian Qian,Ohio State University,Xiaoyuan Qian,Dalian University of Technology,The Implicit Bias of AdaGrad on Separable Data
962,Zhao Song,University of Washington,Peilin Zhong,Columbia University,Average Case Column Subset Selection for Entrywise $\ell_1$-Norm Loss
963,Aditya Bhaskara,University of Utah,Pruthuvi Maheshakya Wijewardena,University of Utah,On Distributed Averaging for Stochastic k-PCA
964,Anish Agarwal,MIT,Dogyoon Song,Massachusetts Institute of Technology,On Robustness of Principal Component Regression
965,Zhiqiang Xu,Baidu Inc.,Ping Li,Baidu Research USA,Towards Practical Alternating Least-Squares for CCA
966,David Clark,Columbia University,Kris Bouchard,Lawrence Berkeley National Laboratory,Unsupervised Discovery of Temporal Structure in Noisy Data with Dynamical Components Analysis
967,Meyer Scetbon,CREST-ENSAE,Gael Varoquaux,"Parietal Team, INRIA",Comparing distributions: $\ell_1$ geometry improves kernel two-sample testing
968,Matt Staib,MIT,Stefanie Jegelka,MIT,Distributionally Robust Optimization and Generalization in Kernel Methods
969,Alessandro Barp,Imperial College London,Lester Mackey,Microsoft Research,Minimum Stein Discrepancy Estimators
970,Michela Meister,Cornell University,David Woodruff,Carnegie Mellon University,Tight Dimensionality Reduction for Sketching Low Degree Polynomial Kernels
971,Lizhong Ding,Inception Institute of Artificial Intelligence,Ling Shao,Inception Institute of Artificial Intelligence,Two Generator Game: Learning to Sample via Linear Goodness-of-Fit Test
972,Yair Bartal,Hebrew University,Ofer Neiman,Ben-Gurion University,Dimensionality reduction: theoretical perspective on practical measures
973,Guannan Zhang,Oak Ridge National Laboratory,Jacob Hinkle,Oak Ridge National Lab,Learning nonlinear level sets for dimensionality reduction in function approximation
974,Max Vladymyrov,Google Research,Max Vladymyrov,Google Research,No Pressure! Addressing the Problem of Local Minima in Manifold Learning Algorithms
975,Yu-Chia Chen,University of Washington,Marina Meila,University of Washington,Selecting the independent coordinates of manifolds with large aspect ratios
976,Yifeng Fan,University of Illinois at Urbana-Champaign,Zhizhen Jane Zhao,University of Illinois at Urbana Champaign,Unsupervised Co-Learning on $G$-Manifolds Across Irreducible Representations
977,Hamid Shayestehmanesh,University of Victoria,Nishant Mehta,University of Victoria,Dying Experts: Efficient Algorithms with Optimal Regret Bounds
978,Sergul Aydore,Stevens Institute of Technology,Dean Foster,Amazon,Dynamic Local Regret for Non-convex Online Forecasting
979,Jianhao Peng,University of Illinois at Urbana Champaign,Abhishek Agarwal,University of Illinois at Urbana Champaign,Online Convex Matrix Factorization with Representative Regions
980,Dheeraj Baby,UC Santa Barbara,Yu-Xiang Wang,UC Santa Barbara,Online Forecasting of Total-Variation-bounded Sequences
981,Aviv Rosenberg,Tel Aviv University,Yishay Mansour,Tel Aviv University / Google,Online Stochastic Shortest Path with Bandit Feedback and Unknown Transition Function
982,Alon Gonen,UCSD,Shay Moran,Google AI Princeton,Private Learning Implies Online Learning: An Efficient Reduction
983,Jathushan Rajasegaran,Inception Institute of Artificial Intelligence,Ling Shao,Inception Institute of Artificial Intelligence,Random Path Selection for Continual Learning
984,Dirk van der Hoeven,Leiden University,Dirk van der Hoeven,Leiden University,User-Specified Local Differential Privacy in Unconstrained Adaptive Online Learning
985,Sjoerd van Steenkiste,The Swiss AI Lab - IDSIA,Olivier Bachem,Google Brain,Are Disentangled Representations Helpful for Abstract Visual Reasoning?
986,Changqing Zhang,Tianjin University,Qinghua Hu,Tianjin University,CPM-Nets: Cross Partial Multi-View Networks
987,Alexis CONNEAU,Facebook,Guillaume Lample,Facebook AI Research,Cross-lingual Language Model Pretraining
988,Seongjun Yun,Korea university,Hyunwoo J Kim,Korea University,Graph Transformer Networks
989,Philip Bachman,Microsoft Research,William Buchwalter,Microsoft,Learning Representations by Maximizing Mutual Information Across Views
990,Tao Yu,Cornell University,Christopher De Sa,Cornell,Numerically Accurate Hyperbolic Embeddings Using Tiling-Based Models
991,Francesco Locatello,ETH Zürich - MPI Tübingen,Olivier Bachem,Google Brain,On the Fairness of Disentangled Representations
992,Muhammad Waleed Gondal,Max Planck Institute for Intelligent Systems,Stefan Bauer,MPI for Intelligent Systems,On the Transfer of Inductive Bias from Simulation to the Real World: a New Disentanglement Dataset
993,Nima Dehmamy,Northeastern University,Rose Yu,Northeastern University,Understanding the Representation Power of Graph Neural Networks in Learning Graph Topology
994,Sherjil Ozair,"Mila, Université de Montréal",Pierre Sermanet,Google Brain,Wasserstein Dependency Measure for Representation Learning
995,Pierre Ablin,INRIA,Alexandre Gramfort,INRIA,Learning step sizes for unfolded sparse coding
996,Zhiqi Bu,University of Pennsylvania,Weijie Su,"The Wharton School, University of Pennsylvania",Algorithmic Analysis and Statistical Estimation of SLOPE via Approximate Message Passing
997,Gauri Jagatap,Iowa State University,Chinmay Hegde,New York University,Algorithmic Guarantees for Inverse Imaging with Untrained Network Priors
998,Yu Sun,Washington University in St. Louis,Ulugbek Kamilov,Washington University in St. Louis,Block Coordinate Regularization by Denoising
999,Quentin Bertrand,INRIA,Joseph Salmon,Université de Montpellier,Handling correlated and repeated measurements with the smoothed multivariate square-root Lasso
1000,Yasutoshi Ida,NTT,Hisashi Kashima,Kyoto University/RIKEN Center for AIP,Fast Sparse Group Lasso
1001,Paul Hand,Northeastern University,Babhru Joshi,University of British Columbia,Global Guarantees for Blind Demodulation with Generative Priors
1002,Qi Lei,University of Texas at Austin,Alex Dimakis,"University of Texas, Austin","Inverting Deep Generative models, One layer at a time"
1003,He Lyu,Michigan State University,Rongrong Wang,Michigan State University,Manifold denoising by Nonlinear Robust Principal Component Analysis
1004,Akshay Krishnamurthy,Microsoft,Soumyabrata Pal,University of Massachusetts Amherst,Sample Complexity of Learning Mixture of Sparse Linear Regressions
1005,Edith Cohen,Google,Ofir Geri,Stanford University,Sampling Sketches for Concave Sublinear Functions of Frequencies
1006,Larkin Flodin,University of Massachusetts Amherst,Arya Mazumdar,University of Massachusetts Amherst,Superset Technique for Approximate Recovery in One-Bit Compressed Sensing
1007,Ehsan Abbasi,Caltech,Babak Hassibi,Caltech,Universality in Learning from Linear Measurements
1008,Raman Arora,Johns Hopkins University,Teodor Vanislavov Marinov,Johns Hopkins University,Efficient Convex Relaxations for Streaming PCA
1009,Tianbo Li,Nanyang Technological University,Yiping Ke,Nanyang Technological University,Thinning for Accelerating the Learning of Point Processes
1010,Meena Jagadeesan,Harvard University,Meena Jagadeesan,Harvard University,Understanding Sparse JL for Feature Hashing
1011,Yoav Wald,Hebrew University / Google,Ami Wiesel,"Google Research and The Hebrew University of Jerusalem, Israel",Globally Optimal Learning for Structured Elliptical Losses
1012,Colin Graber,University of Illinois at Urbana-Champaign,Alex Schwing,University of Illinois at Urbana-Champaign,Graph Structured Prediction Energy Networks
1013,Mathieu Blondel,Google,Mathieu Blondel,Google,Structured Prediction with Projection Oracles
1014,Joshua Robinson,MIT,Stefanie Jegelka,MIT,Flexible Modeling of Diversity with Strongly Log-Concave Distributions
1015,Sindy Löwe,University of Amsterdam,Bas Veeling,AMLab - University of Amsterdam,Putting An End to End-to-End: Gradient-Isolated Learning of Representations
1016,Sam Greydanus,Oregon State University,Jason Yosinski,Uber AI; Recursion,Hamiltonian Neural Networks
1017,Dan Hendrycks,UC Berkeley,Dawn Song,UC Berkeley,Using Self-Supervised Learning Can Improve Model Robustness and Uncertainty
1018,Shengchao Liu,"MILA, Université de Montréal",Yingyu Liang,University of Wisconsin Madison,"N-Gram Graph: Simple Unsupervised Representation for Graphs, with Applications to Molecules"
1019,Mostafa Rahmani,Baidu Research,Ping Li,Baidu Research USA,Outlier Detection and Robust PCA Using a Convex Measure of Innovation
1020,Quanfu Fan,MIT-IBM Watson AI Lab,David Cox,MIT-IBM Watson AI Lab,More Is Less: Learning Efficient Video Representations by Big-Little Network and Depthwise Temporal Aggregation
1021,Jinwoo Choi,Virginia Tech,Jia-Bin Huang,Virginia Tech,Why Can't I Dance in the Mall? Learning to Mitigate Scene Bias in Action Recognition
1022,Yitian Yuan,Tsinghua University,Wenwu Zhu,Tsinghua University,Semantic Conditioned Dynamic Modulation for Temporal Sentence Grounding in Videos
1023,Mathias Perslev,University of Copenhagen,Christian Igel,University of Copenhagen,U-Time: A Fully Convolutional Network for Time Series Segmentation Applied to Sleep Staging
1024,Brandon Anderson,University of Chicago,Risi Kondor,U. Chicago,Cormorant: Covariant Molecular Neural Networks
1025,Eric Jonas,University of Chicago,Eric Jonas,University of Chicago,Deep imitation learning for molecular inverse problems
1026,Raphael Townshend,Stanford University,Ron Dror,Stanford University,End-to-End Learning on 3D Protein Structure for Interface Prediction
1027,Roshan Rao,UC Berkeley,Yun Song,UC Berkeley,Evaluating Protein Transfer Learning with TAPE
1028,Dexiong Chen,Inria,Julien Mairal,Inria,Recurrent Kernel Networks
1029,Miika Aittala,MIT CSAIL / NVIDIA,Fredo Durand,MIT,Computational Mirrors: Blind Inverse Light Transport by Deep Matrix Factorization
1030,Youwei Lyu,Beijing University of Posts and Telecommunications,Boxin Shi,Peking University,Reflection Separation using a Pair of Unpolarized and Polarized Images
1031,Zhihao Xia,Washington University in St. Louis,Ayan Chakrabarti,Washington University in St. Louis,Training Image Estimators without Image Ground Truth
1032,Candice Schumann,University of Maryland,John Dickerson,University of Maryland,Making the Cut: A Bandit-based Approach to Tiered Interviewing
1033,Raymond Yeh,University of Illinois at Urbana–Champaign,Alex Schwing,University of Illinois at Urbana-Champaign,Chirality Nets for Human Pose Regression
1034,Tristan Bepler,MIT,Bonnie Berger,MIT,Explicitly disentangling image content from translation and rotation with spatial-VAE
1035,Yuan Liu,Zhejiang University,Xiaowei Zhou,"Zhejiang University, China",GIFT: Learning Transformation-Invariant Dense Visual Descriptors via Group CNNs
1036,Shichen Liu,University of Southern California (SSO),Hao Li,Pinscreen/University of Southern California/USC ICT,Learning to Infer Implicit Surfaces without 3D Supervision
1037,Zehua Zhang,Indiana University Bloomington,David Crandall,Indiana University,A Self Validation Network for Object-Level Human Attention Estimation
1038,David Novotny,Facebook AI Research,Jeremy Reizenstein,Facebook AI Research,PerspectiveNet: A Scene-consistent Image Generator for New View Synthesis in Real Indoor Environments
1039,Yue Wang,MIT,Justin M Solomon,MIT,PRNet: Self-Supervised Learning for Partial-to-Partial Registration
1040,Xiangyu Xu,Carnegie Mellon University,Ming-Hsuan Yang,Google / UC Merced,Quadratic Video Interpolation
1041,Jerome Revaud,Naver Labs Europe,Philippe Weinzaepfel,NAVER LABS Europe,R2D2: Reliable and Repeatable Detector and Descriptor
1042,Yujiao Shi,Australian National University,Hongdong Li,Australian National University,Spatial-Aware Feature Aggregation for Image based Cross-View Geo-Localization
1043,Karim Ahmed,Cornell University/ Dartmouth College,Lorenzo Torresani,Facebook AI,STAR-Caps: Capsule Networks with Straight-Through Attentive Routing
1044,Magauiya Zhussip,UNIST,Se Young Chun,UNIST,Extending Stein's unbiased risk estimator to train deep denoisers with correlated pairs of noisy images
1045,Brian Lubars,University of Colorado Boulder,Chenhao Tan,University of Colorado Boulder,"Ask not what AI can do, but what AI should do: Towards a framework of task delegability"
1046,Susmit Jha,SRI,Ananthram Swami,"Army Research Laboratory, Adelphi",Attribution-Based Confidence Metric For Deep Neural Networks
1047,Saeed Sharifi-Malvajerdi,University of Pennsylvania,Aaron Roth,University of Pennsylvania,"Average Individual Fairness: Algorithms, Generalization and Experiments"
1048,Charlie Marx,Haverford College,Suresh Venkatasubramanian,University of Utah,Disentangling Influence: Using disentangled representations to audit model predictions
1049,Yahav Bechavod,Hebrew University,Steven Wu,University of Minnesota,Equal Opportunity in Online Classification with Partial Feedback
1050,Aida Rahmattalabi,University of Southern California,Milind Tambe,USC,Exploring Algorithmic Fairness in Robust Graph Covering Problems
1051,Xueru Zhang,University of Michigan,Mingyan Liu,"university of Michigan, Ann Arbor",Group Retention when Using Machine Learning in Sequential Decision Making: the Interplay between User Dynamics and Fairness 
1052,Han Zhao,Carnegie Mellon University,Geoff Gordon,Microsoft,Inherent Tradeoffs in Learning Fair Representations
1053,Evgenii Chzhen,Université Paris-Est,Massimiliano Pontil,IIT,Leveraging Labeled and Unlabeled Data for Consistent Fair Binary Classification
1054,Alexey Ignatiev,"Reason Lab, Faculty of Sciences, University of Lisbon",Joao Marques-Silva,"ANITI, Federal University of Toulouse Midi-Pyrénées",On Relating Explanations and Adversarial Examples
1055,Nathan Kallus,Cornell University,Angela Zhou,Cornell University,The Fairness of Risk Scores Beyond Classification: Bipartite Ranking and the XAUC Metric
1056,Mejbah Alam,Intel Labs,Abdullah Muzahid,Texas A&M University,A Zero-Positive Learning Approach for Diagnosing Software Performance Regressions
1057,Cheng Fu,"University of California, San Diego",Jishen Zhao,UCSD,Coda: An End-to-End Neural Program Decompiler
1058,Ravichandra Addanki,Massachusetts Institute of Technology,Mohammad Alizadeh,Massachusetts Institute of Technology,Learning Generalizable Device Placement Algorithms for Distributed Machine Learning
1059,Tony Ginart,Stanford University,James Zou,Stanford,Making AI Forget You: Data Deletion in Machine Learning
1060,Igor Fedorov,Arm Research,Paul Whatmough,Arm Research,SpArSe: Sparse Architecture Search for CNNs on Resource-Constrained Microcontrollers
1061,Arash Ardakani,McGill University,Warren Gross,McGill University,The Synthesis of XNOR Recurrent Neural Networks with Stochastic Logic
1062,Laura Galindez Olascoaga,KU Leuven,Guy Van den Broeck,UCLA,Towards Hardware-Aware Tractable Learning of Probabilistic Models
1063,Ahmed Alaa,UCLA,Mihaela van der Schaar,"University of Cambridge, Alan Turing Institute and UCLA",Attentive State-Space Modeling of Disease Progression
1064,Qi Dou,Imperial College London,Ben Glocker,Imperial College London,Domain Generalization via Model-Agnostic Learning of Semantic Features
1065,Robin Sandkühler,University of Basel,Philippe C. Cattin,University of Basel,Recurrent Registration Neural Networks for Deformable Image Registration
1066,Ke Wang,Peking University,Xiaojun Wan,Peking University,Controllable Unsupervised Text Attribute Transfer via Editing Entangled Latent Representation
1067,Rowan Zellers,University of Washington,Yejin Choi,University of Washington,Defending Against Neural Fake News
1068,Mariya Toneva,Carnegie Mellon University,Leila Wehbe,Carnegie Mellon University,Interpreting and improving natural-language processing (in machines) with  natural language-processing (in the brain)
1069,Rachel Carrington,University of Nottingham,Simon Preston,University of Nottingham,Invariance and identifiability issues for word embeddings
1070,Ning Miao,ByteDance AI Lab,Lei Li,ByteDance,Kernelized Bayesian Softmax for Text Generation
1071,Jiatao Gu,Facebook AI Research,Junbo Zhao,New York University,Levenshtein Transformer
1072,Yiren Wang,University of Illinois at Urbana-Champaign,Tie-Yan Liu,Microsoft Research,Neural Machine Translation with Soft Prototype
1073,Yao Fu,Columbia University,John Cunningham,University of Columbia,Paraphrase Generation with Latent Bag of Words
1074,Li Dong,Microsoft Research,Hsiao-Wuen Hon,Microsoft Research,Unified Language Model Pre-training for Natural Language Understanding and Generation
1075,Zhilin Yang,Recurrent AI,Quoc V Le,Google,XLNet: Generalized Autoregressive Pretraining for Language Understanding
1076,Binghui Peng,Columbia University,Wei Chen,Microsoft Research,Adaptive Influence Maximization with Myopic Feedback
